time_serial,password,way1,way1_number,way2,way2_number,way3,way3_number,total_sales,time
12166,8 6 2,6964,1000,0,320,12087,160,- -,2012/6/21
12165,0 4 6,4402,1000,0,320,9445,160,- -,2012/6/20
12164,7 1 8,17496,1000,0,320,22451,160,- -,2012/6/19
12163,6 9 3,5408,1000,0,320,17699,160,- -,2012/6/18
12162,2 4 3,5474,1000,0,320,10100,160,- -,2012/6/17
12161,5 3 2,5072,1000,0,320,17238,160,- -,2012/6/16
12160,9 7 0,2708,1000,0,320,4743,160,- -,2012/6/15
12159,9 5 7,19471,1000,0,320,14216,160,- -,2012/6/14
12158,7 7 2,9171,1000,7921,320,0,160,- -,2012/6/13
12157,5 9 9,3577,1000,4247,320,0,160,- -,2012/6/12
12156,4 4 0,3540,1000,4467,320,0,160,- -,2012/6/11
12155,8 9 5,5303,1000,0,320,11693,160,- -,2012/6/10
12154,2 0 6,7388,1000,0,320,13403,160,- -,2012/6/9
12153,3 8 3,18899,1000,13515,320,0,160,- -,2012/6/8
12152,7 3 9,9333,1000,0,320,11158,160,- -,2012/6/7
12151,6 1 3,16173,1000,0,320,25622,160,- -,2012/6/6
12150,5 9 8,4055,1000,0,320,9973,160,- -,2012/6/5
12149,9 4 0,6014,1000,0,320,9931,160,- -,2012/6/4
12148,5 2 4,3022,1000,0,320,11090,160,- -,2012/6/3
12147,5 6 8,6253,1000,0,320,10457,160,- -,2012/6/2
12146,7 2 8,4359,1000,0,320,5229,160,- -,2012/6/1
12145,8 5 6,12548,1000,0,320,18844,160,- -,2012/5/31
12144,2 7 8,11539,1000,0,320,24207,160,- -,2012/5/30
12143,9 9 0,7561,1000,7043,320,0,160,- -,2012/5/29
12142,9 6 7,14146,1000,0,320,17296,160,- -,2012/5/28
12141,2 5 0,3660,1000,0,320,7717,160,- -,2012/5/27
12140,0 4 4,2972,1000,5357,320,0,160,- -,2012/5/26
12139,7 1 9,11751,1000,0,320,26179,160,- -,2012/5/25
12138,3 8 4,9703,1000,0,320,22117,160,- -,2012/5/24
12137,8 8 2,12851,1000,11329,320,0,160,- -,2012/5/23
12136,7 2 0,6269,1000,0,320,10650,160,- -,2012/5/22
12135,5 6 9,5397,1000,0,320,11560,160,- -,2012/5/21
12134,0 4 9,8778,1000,0,320,23110,160,- -,2012/5/20
12133,6 3 8,4599,1000,0,320,10224,160,- -,2012/5/19
12132,6 2 6,6903,1000,6192,320,0,160,- -,2012/5/18
12131,5 8 6,15340,1000,0,320,15041,160,- -,2012/5/17
12130,2 1 1,3813,1000,4440,320,0,160,- -,2012/5/16
12129,9 2 1,7260,1000,0,320,10341,160,- -,2012/5/15
12128,1 7 8,5937,1000,0,320,12305,160,- -,2012/5/14
12127,2 0 5,3287,1000,0,320,10059,160,- -,2012/5/13
12126,2 8 1,6843,1000,0,320,11424,160,- -,2012/5/12
12125,6 7 8,6516,1000,0,320,12460,160,- -,2012/5/11
12124,9 0 1,10252,1000,0,320,8343,160,- -,2012/5/10
12123,6 2 2,5889,1000,9587,320,0,160,- -,2012/5/9
12122,4 7 4,11029,1000,17298,320,0,160,- -,2012/5/8
12121,6 7 0,8071,1000,0,320,13685,160,- -,2012/5/7
12120,4 6 9,15132,1000,0,320,14131,160,- -,2012/5/6
12119,8 3 6,8535,1000,0,320,22678,160,- -,2012/5/5
12118,8 0 4,5228,1000,0,320,5969,160,- -,2012/5/4
12117,0 4 2,2640,1000,0,320,6109,160,- -,2012/5/3
12116,4 7 1,6593,1000,0,320,13909,160,- -,2012/5/2
12115,0 2 9,3466,1000,0,320,5179,160,- -,2012/5/1
12114,0 7 9,7866,1000,0,320,9577,160,- -,2012/4/30
12113,4 3 2,8305,1000,0,320,20569,160,- -,2012/4/29
12112,7 5 0,5581,1000,0,320,13605,160,- -,2012/4/28
12111,4 6 1,5451,1000,0,320,9657,160,- -,2012/4/27
12110,7 0 4,10531,1000,0,320,14201,160,- -,2012/4/26
12109,2 4 1,3196,1000,0,320,10646,160,- -,2012/4/25
12108,3 9 9,5883,1000,5448,320,0,160,- -,2012/4/24
12107,2 6 9,9281,1000,0,320,9193,160,- -,2012/4/23
12106,6 8 2,3159,1000,0,320,12327,160,- -,2012/4/22
12105,5 4 2,15445,1000,0,320,19840,160,- -,2012/4/21
12104,3 8 8,7545,1000,8034,320,0,160,- -,2012/4/20
12103,2 7 3,5380,1000,0,320,16380,160,- -,2012/4/19
12102,9 5 5,5150,1000,5539,320,0,160,- -,2012/4/18
12101,3 7 7,16541,1000,19781,320,0,160,- -,2012/4/17
12100,4 8 9,9908,1000,0,320,14932,160,- -,2012/4/16
12099,1 0 5,5936,1000,0,320,7872,160,- -,2012/4/15
12098,6 1 1,5006,1000,8266,320,0,160,- -,2012/4/14
12097,6 8 2,6824,1000,0,320,14550,160,- -,2012/4/13
12096,7 4 9,15840,1000,0,320,30328,160,- -,2012/4/12
12095,9 5 6,34020,1000,0,320,27882,160,- -,2012/4/11
12094,6 0 8,5052,1000,0,320,10403,160,- -,2012/4/10
12093,6 7 1,7409,1000,0,320,15899,160,- -,2012/4/9
12092,7 3 9,7801,1000,0,320,20700,160,- -,2012/4/8
12091,8 3 5,10986,1000,0,320,25048,160,- -,2012/4/7
12090,6 8 2,5021,1000,0,320,8515,160,- -,2012/4/6
12089,2 2 1,7723,1000,6460,320,0,160,- -,2012/4/5
12088,5 3 5,10805,1000,12974,320,0,160,- -,2012/4/4
12087,6 8 4,8579,1000,0,320,16182,160,- -,2012/4/3
12086,7 1 6,20670,1000,0,320,23697,160,- -,2012/4/2
12085,4 7 8,11062,1000,0,320,21899,160,- -,2012/4/1
12084,2 3 8,7230,1000,0,320,17521,160,- -,2012/3/31
12083,6 8 8,6680,1000,6195,320,0,160,- -,2012/3/30
12082,9 9 0,2784,1000,4688,320,0,160,- -,2012/3/29
12081,3 9 9,4923,1000,3994,320,0,160,- -,2012/3/28
12080,7 7 2,6824,1000,5471,320,0,160,- -,2012/3/27
12079,0 1 0,18513,1000,7637,320,0,160,- -,2012/3/26
12078,6 6 0,6362,1000,6456,320,0,160,- -,2012/3/25
12077,4 1 2,5524,1000,0,320,12691,160,- -,2012/3/24
12076,0 7 8,5254,1000,0,320,10732,160,- -,2012/3/23
12075,9 8 9,5506,1000,3096,320,0,160,- -,2012/3/22
12074,2 7 6,25264,1000,0,320,25074,160,- -,2012/3/21
12073,4 6 4,9243,1000,5890,320,0,160,- -,2012/3/20
12072,9 9 8,7712,1000,5631,320,0,160,- -,2012/3/19
12071,6 1 3,12283,1000,0,320,12394,160,- -,2012/3/18
12070,3 0 0,4342,1000,5106,320,0,160,- -,2012/3/17
12069,7 2 1,5195,1000,0,320,10587,160,- -,2012/3/16
12068,9 2 5,10035,1000,0,320,18459,160,- -,2012/3/15
12067,4 2 2,9951,1000,10993,320,0,160,- -,2012/3/14
12066,0 8 4,5507,1000,0,320,9920,160,- -,2012/3/13
12065,3 6 3,11509,1000,7730,320,0,160,- -,2012/3/12
12064,8 3 1,6478,1000,0,320,9761,160,- -,2012/3/11
12063,7 7 3,3550,1000,4886,320,0,160,- -,2012/3/10
12062,3 5 0,10121,1000,0,320,12924,160,- -,2012/3/9
12061,7 1 3,18328,1000,0,320,26311,160,- -,2012/3/8
12060,4 2 4,6229,1000,6215,320,0,160,- -,2012/3/7
12059,3 4 6,11877,1000,0,320,26253,160,- -,2012/3/6
12058,2 5 9,10109,1000,0,320,16889,160,- -,2012/3/5
12057,6 9 1,13768,1000,0,320,19494,160,- -,2012/3/4
12056,1 4 3,5848,1000,0,320,12395,160,- -,2012/3/3
12055,0 6 6,4180,1000,5412,320,0,160,- -,2012/3/2
12054,0 5 7,5814,1000,0,320,11412,160,- -,2012/3/1
12053,5 3 5,9487,1000,11969,320,0,160,- -,2012/2/29
12052,8 4 1,5209,1000,0,320,12440,160,- -,2012/2/28
12051,4 6 7,11723,1000,0,320,17418,160,- -,2012/2/27
12050,7 7 8,6174,1000,6739,320,0,160,- -,2012/2/26
12049,0 4 4,5033,1000,5585,320,0,160,- -,2012/2/25
12048,8 3 3,5092,1000,5725,320,0,160,- -,2012/2/24
12047,4 9 6,10311,1000,0,320,21874,160,- -,2012/2/23
12046,3 7 3,4744,1000,6558,320,0,160,- -,2012/2/22
12045,4 2 1,4531,1000,0,320,9664,160,- -,2012/2/21
12044,6 8 3,12774,1000,0,320,21775,160,- -,2012/2/20
12043,3 5 2,7764,1000,0,320,19574,160,- -,2012/2/19
12042,8 4 1,2684,1000,0,320,8692,160,- -,2012/2/18
12041,3 4 1,4674,1000,0,320,9438,160,- -,2012/2/17
12040,8 1 8,6740,1000,4657,320,0,160,- -,2012/2/16
12039,8 5 5,11420,1000,7549,320,0,160,- -,2012/2/15
12038,5 2 8,16230,1000,0,320,35450,160,- -,2012/2/14
12037,4 4 3,8013,1000,6890,320,0,160,- -,2012/2/13
12036,0 3 4,6314,1000,0,320,11308,160,- -,2012/2/12
12035,2 7 4,9332,1000,0,320,8894,160,- -,2012/2/11
12034,7 4 1,11256,1000,0,320,16156,160,- -,2012/2/10
12033,1 2 7,13853,1000,0,320,18999,160,- -,2012/2/9
12032,5 0 3,6091,1000,0,320,12831,160,- -,2012/2/8
12031,9 8 8,4128,1000,4527,320,0,160,- -,2012/2/7
12030,6 6 5,5586,1000,5454,320,0,160,- -,2012/2/6
12029,7 7 9,3009,1000,3299,320,0,160,- -,2012/2/5
12028,6 8 9,8118,1000,0,320,9626,160,- -,2012/2/4
12027,0 0 6,2772,1000,3549,320,0,160,- -,2012/2/3
12026,8 3 3,3662,1000,3894,320,0,160,- -,2012/2/2
12025,9 9 7,12260,1000,7414,320,0,160,- -,2012/2/1
12024,3 3 4,5723,1000,5692,320,0,160,- -,2012/1/31
12023,7 4 1,5097,1000,0,320,12540,160,- -,2012/1/30
12022,6 4 4,8045,1000,6392,320,0,160,- -,2012/1/29
12021,1 3 8,7694,1000,0,320,11789,160,- -,2012/1/21
12020,0 1 9,5751,1000,0,320,14437,160,- -,2012/1/20
12019,8 5 5,3508,1000,4358,320,0,160,- -,2012/1/19
12018,4 6 5,3547,1000,0,320,11524,160,- -,2012/1/18
12017,5 1 5,14337,1000,17794,320,0,160,- -,2012/1/17
12016,7 6 5,7096,1000,0,320,17947,160,- -,2012/1/16
12015,2 3 4,7511,1000,0,320,11850,160,- -,2012/1/15
12014,0 8 5,11129,1000,0,320,25257,160,- -,2012/1/14
12013,3 4 9,7866,1000,0,320,9115,160,- -,2012/1/13
12012,4 1 3,3844,1000,0,320,8024,160,- -,2012/1/12
12011,9 1 4,6554,1000,0,320,13172,160,- -,2012/1/11
12010,0 3 9,5976,1000,0,320,12296,160,- -,2012/1/10
12009,3 1 6,9772,1000,0,320,14631,160,- -,2012/1/9
12008,8 2 4,6804,1000,0,320,10178,160,- -,2012/1/8
12007,6 8 2,8139,1000,0,320,17159,160,- -,2012/1/7
12006,3 6 4,15105,1000,0,320,21935,160,- -,2012/1/6
12005,6 0 9,7208,1000,0,320,13925,160,- -,2012/1/5
12004,9 8 9,13999,1000,7690,320,0,160,- -,2012/1/4
12003,1 8 1,6406,1000,5367,320,0,160,- -,2012/1/3
12002,4 0 9,5168,1000,0,320,11376,160,- -,2012/1/2
12001,0 0 3,2559,1000,3179,320,0,160,- -,2012/1/1
11358,7 2 5,13317,1000,0,320,15955,160,- -,2011/12/31
11357,2 3 9,9331,1000,0,320,18742,160,- -,2011/12/30
11356,4 7 0,9599,1000,0,320,13329,160,- -,2011/12/29
11355,5 1 8,14747,1000,0,320,15061,160,- -,2011/12/28
11354,3 0 1,5101,1000,0,320,7225,160,- -,2011/12/27
11353,0 6 8,10767,1000,0,320,22032,160,- -,2011/12/26
11352,1 4 2,6512,1000,0,320,11112,160,- -,2011/12/25
11351,3 0 0,4930,1000,2883,320,0,160,- -,2011/12/24
11350,9 2 7,5673,1000,0,320,9658,160,- -,2011/12/23
11349,0 0 0,44228,1000,0,320,0,160,- -,2011/12/22
11348,2 2 7,7152,1000,6597,320,0,160,- -,2011/12/21
11347,2 9 0,2445,1000,0,320,7265,160,- -,2011/12/20
11346,4 9 4,8464,1000,11189,320,0,160,- -,2011/12/19
11345,2 9 6,8209,1000,0,320,13794,160,- -,2011/12/18
11344,3 6 0,12104,1000,0,320,14642,160,- -,2011/12/17
11343,9 6 1,11199,1000,0,320,25297,160,- -,2011/12/16
11342,2 0 4,5149,1000,0,320,8112,160,- -,2011/12/15
11341,8 7 4,4256,1000,0,320,17841,160,- -,2011/12/14
11340,9 7 3,19622,1000,0,320,27852,160,- -,2011/12/13
11339,5 1 4,15136,1000,0,320,18574,160,- -,2011/12/12
11338,8 8 8,10784,1000,0,320,0,160,- -,2011/12/11
11337,3 8 7,6347,1000,0,320,16287,160,- -,2011/12/10
11336,7 4 7,17407,1000,14004,320,0,160,- -,2011/12/9
11335,4 3 6,27554,1000,0,320,29377,160,- -,2011/12/8
11334,8 0 3,9993,1000,0,320,16684,160,- -,2011/12/7
11333,3 5 2,16662,1000,0,320,24133,160,- -,2011/12/6
11332,8 9 7,6790,1000,0,320,15400,160,- -,2011/12/5
11331,9 4 3,7953,1000,0,320,19925,160,- -,2011/12/4
11330,8 8 8,20492,1000,0,320,0,160,- -,2011/12/3
11329,6 4 8,10607,1000,0,320,13381,160,- -,2011/12/2
11328,8 1 1,18340,1000,21165,320,0,160,- -,2011/12/1
11327,4 6 5,10844,1000,0,320,22694,160,- -,2011/11/30
11326,0 9 2,3704,1000,0,320,8855,160,- -,2011/11/29
11325,0 3 9,7252,1000,0,320,14980,160,- -,2011/11/28
11324,1 5 6,11560,1000,0,320,23634,160,- -,2011/11/27
11323,4 7 2,11837,1000,0,320,34766,160,- -,2011/11/26
11322,3 6 8,5282,1000,0,320,15205,160,- -,2011/11/25
11321,3 6 5,3515,1000,0,320,7190,160,- -,2011/11/24
11320,8 7 0,7848,1000,0,320,18110,160,- -,2011/11/23
11319,3 5 6,7093,1000,0,320,14208,160,- -,2011/11/22
11318,4 1 3,4556,1000,0,320,10976,160,- -,2011/11/21
11317,4 9 2,15199,1000,0,320,27887,160,- -,2011/11/20
11316,5 3 8,20057,1000,0,320,21670,160,- -,2011/11/19
11315,3 7 4,13216,1000,0,320,15710,160,- -,2011/11/18
11314,7 8 3,15544,1000,0,320,28962,160,- -,2011/11/17
11313,4 6 6,5802,1000,8069,320,0,160,- -,2011/11/16
11312,3 6 5,12805,1000,0,320,31723,160,- -,2011/11/15
11311,0 9 4,10442,1000,0,320,18847,160,- -,2011/11/14
11310,8 2 5,10972,1000,0,320,34827,160,- -,2011/11/13
11309,7 7 3,6024,1000,4693,320,0,160,- -,2011/11/12
11308,6 6 9,5725,1000,4826,320,0,160,- -,2011/11/11
11307,9 9 0,3280,1000,2988,320,0,160,- -,2011/11/10
11306,6 2 6,3354,1000,3304,320,0,160,- -,2011/11/9
11305,1 1 6,4882,1000,2920,320,0,160,- -,2011/11/8
11304,3 2 2,5942,1000,5611,320,0,160,- -,2011/11/7
11303,1 0 7,10685,1000,0,320,17486,160,- -,2011/11/6
11302,4 9 6,7399,1000,0,320,12846,160,- -,2011/11/5
11301,6 4 1,17196,1000,0,320,28217,160,- -,2011/11/4
11300,8 2 2,2600,1000,3293,320,0,160,- -,2011/11/3
11299,0 0 6,2521,1000,3065,320,0,160,- -,2011/11/2
11298,0 9 9,3272,1000,3773,320,0,160,- -,2011/11/1
11297,4 5 8,17306,1000,0,320,27894,160,- -,2011/10/31
11296,8 3 3,6201,1000,6712,320,0,160,- -,2011/10/30
11295,3 2 9,6244,1000,0,320,11799,160,- -,2011/10/29
11294,9 5 9,6125,1000,5533,320,0,160,- -,2011/10/28
11293,2 5 6,10364,1000,0,320,22658,160,- -,2011/10/27
11292,3 9 3,7440,1000,12534,320,0,160,- -,2011/10/26
11291,0 9 3,3567,1000,0,320,9580,160,- -,2011/10/25
11290,6 0 4,3167,1000,0,320,7886,160,- -,2011/10/24
11289,5 0 4,11928,1000,0,320,18645,160,- -,2011/10/23
11288,6 2 9,3448,1000,0,320,7004,160,- -,2011/10/22
11287,6 7 2,17655,1000,0,320,17301,160,- -,2011/10/21
11286,2 3 1,2418,1000,0,320,9222,160,- -,2011/10/20
11285,2 6 4,5607,1000,0,320,18973,160,- -,2011/10/19
11284,2 0 5,5419,1000,0,320,6303,160,- -,2011/10/18
11283,9 0 5,6322,1000,0,320,10042,160,- -,2011/10/17
11282,8 9 3,4402,1000,0,320,10740,160,- -,2011/10/16
11281,2 1 4,17005,1000,0,320,13286,160,- -,2011/10/15
11280,8 7 5,10829,1000,0,320,23793,160,- -,2011/10/14
11279,3 8 2,5938,1000,0,320,14078,160,- -,2011/10/13
11278,9 5 1,7747,1000,0,320,17156,160,- -,2011/10/12
11277,3 2 4,5838,1000,0,320,13451,160,- -,2011/10/11
11276,8 8 0,9067,1000,9581,320,0,160,- -,2011/10/10
11275,0 5 9,2654,1000,0,320,7823,160,- -,2011/10/9
11274,3 5 9,7856,1000,0,320,12871,160,- -,2011/10/8
11273,8 3 2,14019,1000,0,320,30396,160,- -,2011/10/7
11272,9 4 6,6323,1000,0,320,12349,160,- -,2011/10/6
11271,0 1 4,4085,1000,0,320,7578,160,- -,2011/10/5
11270,1 5 5,9910,1000,15189,320,0,160,- -,2011/10/4
11269,8 7 6,3026,1000,0,320,8247,160,- -,2011/10/3
11268,3 7 8,7221,1000,0,320,8622,160,- -,2011/10/2
11267,7 8 6,6589,1000,0,320,13628,160,- -,2011/10/1
11266,4 9 8,1874,1000,0,320,3601,160,- -,2011/9/30
11265,4 9 8,12616,1000,0,320,14613,160,- -,2011/9/29
11264,3 7 9,15885,1000,0,320,22826,160,- -,2011/9/28
11263,5 0 3,4507,1000,0,320,7443,160,- -,2011/9/27
11262,9 2 5,14886,1000,0,320,17394,160,- -,2011/9/26
11261,5 8 7,6514,1000,0,320,16288,160,- -,2011/9/25
11260,6 5 3,12366,1000,0,320,20956,160,- -,2011/9/24
11259,8 6 7,10218,1000,0,320,13622,160,- -,2011/9/23
11258,3 7 0,6849,1000,0,320,16486,160,- -,2011/9/22
11257,1 6 1,8758,1000,6806,320,0,160,- -,2011/9/21
11256,9 8 5,10900,1000,0,320,14006,160,- -,2011/9/20
11255,5 4 6,11685,1000,0,320,16850,160,- -,2011/9/19
11254,8 5 3,9698,1000,0,320,20886,160,- -,2011/9/18
11253,6 1 0,13818,1000,0,320,13817,160,- -,2011/9/17
11252,4 3 2,3819,1000,0,320,13229,160,- -,2011/9/16
11251,4 3 1,7487,1000,0,320,11481,160,- -,2011/9/15
11250,3 4 3,4876,1000,4084,320,0,160,- -,2011/9/14
11249,7 5 6,10446,1000,0,320,20318,160,- -,2011/9/13
11248,4 4 2,4806,1000,8729,320,0,160,- -,2011/9/12
11247,4 3 0,3430,1000,0,320,4552,160,- -,2011/9/11
11246,0 1 4,3858,1000,0,320,5735,160,- -,2011/9/10
11245,3 1 0,8034,1000,0,320,6881,160,- -,2011/9/9
11244,9 6 2,4288,1000,0,320,14418,160,- -,2011/9/8
11243,7 2 1,9275,1000,0,320,14053,160,- -,2011/9/7
11242,9 6 7,12758,1000,0,320,18300,160,- -,2011/9/6
11241,6 4 8,8376,1000,0,320,10336,160,- -,2011/9/5
11240,0 8 6,5558,1000,0,320,11908,160,- -,2011/9/4
11239,8 8 2,5796,1000,7605,320,0,160,- -,2011/9/3
11238,0 1 3,6553,1000,0,320,6145,160,- -,2011/9/2
11237,3 7 2,4800,1000,0,320,10220,160,- -,2011/9/1
11236,7 3 7,23580,1000,20805,320,0,160,- -,2011/8/31
11235,3 0 4,7459,1000,0,320,8825,160,- -,2011/8/30
11234,0 9 3,4450,1000,0,320,6714,160,- -,2011/8/29
11233,5 6 1,8343,1000,0,320,17975,160,- -,2011/8/28
11232,9 2 3,6204,1000,0,320,15706,160,- -,2011/8/27
11231,8 5 3,6177,1000,0,320,21759,160,- -,2011/8/26
11230,8 7 4,3656,1000,0,320,11638,160,- -,2011/8/25
11229,1 0 5,9325,1000,0,320,14051,160,- -,2011/8/24
11228,3 2 4,6451,1000,0,320,11460,160,- -,2011/8/23
11227,8 2 1,5017,1000,0,320,9757,160,- -,2011/8/22
11226,6 3 2,4917,1000,0,320,12863,160,- -,2011/8/21
11225,8 8 6,9412,1000,7527,320,0,160,- -,2011/8/20
11224,4 7 8,8955,1000,0,320,20654,160,- -,2011/8/19
11223,6 7 7,7462,1000,10879,320,0,160,- -,2011/8/18
11222,4 3 5,10650,1000,0,320,17132,160,- -,2011/8/17
11221,3 6 9,16564,1000,0,320,14421,160,- -,2011/8/16
11220,6 0 4,8202,1000,0,320,8639,160,- -,2011/8/15
11219,5 4 7,7621,1000,0,320,19317,160,- -,2011/8/14
11218,9 0 5,3257,1000,0,320,8079,160,- -,2011/8/13
11217,6 0 7,4340,1000,0,320,8111,160,- -,2011/8/12
11216,5 0 6,4755,1000,0,320,12585,160,- -,2011/8/11
11215,7 9 7,17422,1000,13774,320,0,160,- -,2011/8/10
11214,2 5 4,11329,1000,0,320,16295,160,- -,2011/8/9
11213,8 0 6,8281,1000,0,320,18014,160,- -,2011/8/8
11212,3 3 1,7138,1000,11031,320,0,160,- -,2011/8/7
11211,3 2 6,8664,1000,0,320,11852,160,- -,2011/8/6
11210,9 7 6,9989,1000,0,320,11282,160,- -,2011/8/5
11209,2 8 1,9179,1000,0,320,9478,160,- -,2011/8/4
11208,6 1 5,4831,1000,0,320,10755,160,- -,2011/8/3
11207,6 4 8,5260,1000,0,320,12088,160,- -,2011/8/2
11206,8 5 2,11825,1000,0,320,14877,160,- -,2011/8/1
11205,6 7 5,3239,1000,0,320,8771,160,- -,2011/7/31
11204,5 8 7,4492,1000,0,320,15616,160,- -,2011/7/30
11203,5 8 3,10831,1000,0,320,25946,160,- -,2011/7/29
11202,6 3 3,4042,1000,4369,320,0,160,- -,2011/7/28
11201,6 7 9,1688,1000,0,320,2942,160,- -,2011/7/27
11200,7 6 9,6481,1000,0,320,14163,160,- -,2011/7/26
11199,0 0 4,3060,1000,3275,320,0,160,- -,2011/7/25
11198,6 6 8,6848,1000,6059,320,0,160,- -,2011/7/24
11197,3 1 8,7653,1000,0,320,9689,160,- -,2011/7/23
11196,7 0 8,5647,1000,0,320,9416,160,- -,2011/7/22
11195,8 6 1,7375,1000,0,320,15524,160,- -,2011/7/21
11194,8 8 9,5295,1000,5310,320,0,160,- -,2011/7/20
11193,7 0 0,4660,1000,5339,320,0,160,- -,2011/7/19
11192,8 1 2,2603,1000,0,320,6311,160,- -,2011/7/18
11191,4 1 9,13566,1000,0,320,35935,160,- -,2011/7/17
11190,1 2 5,13744,1000,0,320,17625,160,- -,2011/7/16
11189,0 0 3,4574,1000,4403,320,0,160,- -,2011/7/15
11188,7 6 8,22191,1000,0,320,23997,160,- -,2011/7/14
11187,8 1 2,11509,1000,0,320,26839,160,- -,2011/7/13
11186,7 7 5,7127,1000,5202,320,0,160,- -,2011/7/12
11185,4 5 7,18204,1000,0,320,30860,160,- -,2011/7/11
11184,0 3 9,10070,1000,0,320,9793,160,- -,2011/7/10
11183,7 9 3,5296,1000,0,320,23706,160,- -,2011/7/9
11182,2 6 2,17823,1000,11173,320,0,160,- -,2011/7/8
11181,5 9 9,5725,1000,4250,320,0,160,- -,2011/7/7
11180,5 5 3,5847,1000,11635,320,0,160,- -,2011/7/6
11179,1 2 3,5482,1000,0,320,9127,160,- -,2011/7/5
11178,1 9 0,29172,1000,0,320,22270,160,- -,2011/7/4
11177,8 4 3,15028,1000,0,320,39135,160,- -,2011/7/3
11176,5 7 2,10365,1000,0,320,20924,160,- -,2011/7/2
11175,9 0 9,6764,1000,5653,320,0,160,- -,2011/7/1
11174,3 1 0,6286,1000,0,320,8884,160,- -,2011/6/30
11173,9 1 7,5402,1000,0,320,11638,160,- -,2011/6/29
11172,2 6 6,8639,1000,11084,320,0,160,- -,2011/6/28
11171,9 9 1,5594,1000,6905,320,0,160,- -,2011/6/27
11170,3 5 3,32238,1000,36040,320,0,160,- -,2011/6/26
11169,5 2 0,5574,1000,0,320,7037,160,- -,2011/6/25
11168,2 9 7,13728,1000,0,320,14777,160,- -,2011/6/24
11167,4 6 2,10844,1000,0,320,12402,160,- -,2011/6/23
11166,8 2 6,13507,1000,0,320,15154,160,- -,2011/6/22
11165,5 7 8,10833,1000,0,320,18589,160,- -,2011/6/21
11164,6 8 9,7089,1000,0,320,10533,160,- -,2011/6/20
11163,3 7 8,15138,1000,0,320,22244,160,- -,2011/6/19
11162,2 3 9,6644,1000,0,320,12829,160,- -,2011/6/18
11161,8 1 5,7435,1000,0,320,15227,160,- -,2011/6/17
11160,7 1 3,8092,1000,0,320,13905,160,- -,2011/6/16
11159,8 9 6,7010,1000,0,320,9575,160,- -,2011/6/15
11158,1 0 4,4884,1000,0,320,7020,160,- -,2011/6/14
11157,4 1 9,8460,1000,0,320,11320,160,- -,2011/6/13
11156,2 4 1,5074,1000,0,320,9346,160,- -,2011/6/12
11155,6 5 2,3285,1000,0,320,11485,160,- -,2011/6/11
11154,7 6 5,6660,1000,0,320,17686,160,- -,2011/6/10
11153,6 2 9,15525,1000,0,320,21739,160,- -,2011/6/9
11152,9 7 4,7935,1000,0,320,25830,160,- -,2011/6/8
11151,9 8 5,2247,1000,0,320,4763,160,- -,2011/6/7
11150,8 6 5,9958,1000,0,320,11055,160,- -,2011/6/6
11149,8 8 4,3542,1000,5039,320,0,160,- -,2011/6/5
11148,5 8 9,9128,1000,0,320,17953,160,- -,2011/6/4
11147,8 8 7,8742,1000,8365,320,0,160,- -,2011/6/3
11146,3 7 9,15381,1000,0,320,26066,160,- -,2011/6/2
11145,1 0 7,4166,1000,0,320,11616,160,- -,2011/6/1
11144,1 2 4,6881,1000,0,320,10997,160,- -,2011/5/31
11143,0 5 2,7905,1000,0,320,13277,160,- -,2011/5/30
11142,8 8 9,7884,1000,23777,320,0,160,- -,2011/5/29
11141,6 3 9,5123,1000,0,320,10005,160,- -,2011/5/28
11140,8 0 7,7455,1000,0,320,16787,160,- -,2011/5/27
11139,5 3 8,9209,1000,0,320,20908,160,- -,2011/5/26
11138,9 0 7,7735,1000,0,320,14380,160,- -,2011/5/25
11137,2 4 3,7969,1000,0,320,9729,160,- -,2011/5/24
11136,3 9 6,19556,1000,0,320,16891,160,- -,2011/5/23
11135,4 3 7,3832,1000,0,320,15154,160,- -,2011/5/22
11134,4 1 9,15248,1000,0,320,26196,160,- -,2011/5/21
11133,4 8 7,15504,1000,0,320,29781,160,- -,2011/5/20
11132,6 5 2,9732,1000,0,320,20251,160,- -,2011/5/19
11131,2 3 3,3381,1000,5277,320,0,160,- -,2011/5/18
11130,0 5 9,10636,1000,0,320,15711,160,- -,2011/5/17
11129,4 2 0,5297,1000,0,320,13248,160,- -,2011/5/16
11128,7 3 3,3592,1000,5249,320,0,160,- -,2011/5/15
11127,5 4 3,8149,1000,0,320,17444,160,- -,2011/5/14
11126,2 9 9,7053,1000,5562,320,0,160,- -,2011/5/13
11125,3 2 7,31270,1000,0,320,17647,160,- -,2011/5/12
11124,7 7 4,8736,1000,7664,320,0,160,- -,2011/5/11
11123,5 3 5,6177,1000,9240,320,0,160,- -,2011/5/10
11122,0 3 3,3457,1000,14335,320,0,160,- -,2011/5/9
11121,6 4 9,12328,1000,0,320,16752,160,- -,2011/5/8
11120,9 8 3,4604,1000,0,320,11225,160,- -,2011/5/7
11119,2 9 5,5579,1000,0,320,21482,160,- -,2011/5/6
11118,0 7 5,16802,1000,0,320,18854,160,- -,2011/5/5
11117,7 0 4,1773,1000,0,320,2939,160,- -,2011/5/4
11116,7 4 0,9416,1000,0,320,18588,160,- -,2011/5/3
11115,3 7 5,11437,1000,0,320,16343,160,- -,2011/5/2
